"No.","Time","Source","Destination","Protocol","Length","Info"
"3990","24.962088","host","1.2.1","USB","27","URB_INTERRUPT in"
"3991","24.963062","1.2.1","host","USB","40","URB_INTERRUPT in"
"3992","24.963077","host","1.2.1","USB","27","URB_INTERRUPT in"
"3993","24.964061","1.2.1","host","USB","40","URB_INTERRUPT in"
"3994","24.964074","host","1.2.1","USB","27","URB_INTERRUPT in"
"3995","24.965085","1.2.1","host","USB","40","URB_INTERRUPT in"
"3996","24.965161","host","1.2.1","USB","27","URB_INTERRUPT in"
"3997","24.966061","1.2.1","host","USB","40","URB_INTERRUPT in"
"3998","24.966075","host","1.2.1","USB","27","URB_INTERRUPT in"
"3999","24.967062","1.2.1","host","USB","40","URB_INTERRUPT in"
"4000","24.967076","host","1.2.1","USB","27","URB_INTERRUPT in"
"4001","24.968061","1.2.1","host","USB","40","URB_INTERRUPT in"
"4002","24.968075","host","1.2.1","USB","27","URB_INTERRUPT in"
"4003","24.969081","1.2.1","host","USB","40","URB_INTERRUPT in"
"4004","24.969153","host","1.2.1","USB","27","URB_INTERRUPT in"
"4005","24.970081","1.2.1","host","USB","40","URB_INTERRUPT in"
"4006","24.970116","host","1.2.1","USB","27","URB_INTERRUPT in"
"4007","24.971085","1.2.1","host","USB","40","URB_INTERRUPT in"
"4008","24.971166","host","1.2.1","USB","27","URB_INTERRUPT in"
"4009","24.972084","1.2.1","host","USB","40","URB_INTERRUPT in"
"4010","24.972155","host","1.2.1","USB","27","URB_INTERRUPT in"
"4011","24.973063","1.2.1","host","USB","40","URB_INTERRUPT in"
"4012","24.973076","host","1.2.1","USB","27","URB_INTERRUPT in"
"4013","24.974062","1.2.1","host","USB","40","URB_INTERRUPT in"
"4014","24.974077","host","1.2.1","USB","27","URB_INTERRUPT in"
"4015","24.975062","1.2.1","host","USB","40","URB_INTERRUPT in"
"4016","24.975079","host","1.2.1","USB","27","URB_INTERRUPT in"
"4017","24.976061","1.2.1","host","USB","40","URB_INTERRUPT in"
"4018","24.976076","host","1.2.1","USB","27","URB_INTERRUPT in"
"4019","24.977062","1.2.1","host","USB","40","URB_INTERRUPT in"
"4020","24.977076","host","1.2.1","USB","27","URB_INTERRUPT in"
"4021","24.978060","1.2.1","host","USB","40","URB_INTERRUPT in"
"4022","24.978074","host","1.2.1","USB","27","URB_INTERRUPT in"
"4023","24.979062","1.2.1","host","USB","40","URB_INTERRUPT in"
"4024","24.979077","host","1.2.1","USB","27","URB_INTERRUPT in"
"4025","24.980061","1.2.1","host","USB","40","URB_INTERRUPT in"
"4026","24.980075","host","1.2.1","USB","27","URB_INTERRUPT in"
"4027","24.981062","1.2.1","host","USB","40","URB_INTERRUPT in"
"4028","24.981078","host","1.2.1","USB","27","URB_INTERRUPT in"
"4029","24.982062","1.2.1","host","USB","40","URB_INTERRUPT in"
"4030","24.982077","host","1.2.1","USB","27","URB_INTERRUPT in"
"4031","24.983062","1.2.1","host","USB","40","URB_INTERRUPT in"
"4032","24.983076","host","1.2.1","USB","27","URB_INTERRUPT in"
"4033","24.984061","1.2.1","host","USB","40","URB_INTERRUPT in"
"4034","24.984074","host","1.2.1","USB","27","URB_INTERRUPT in"
"4035","24.985061","1.2.1","host","USB","40","URB_INTERRUPT in"
"4036","24.985074","host","1.2.1","USB","27","URB_INTERRUPT in"
"4037","24.986062","1.2.1","host","USB","40","URB_INTERRUPT in"
"4038","24.986076","host","1.2.1","USB","27","URB_INTERRUPT in"
"4039","24.987063","1.2.1","host","USB","40","URB_INTERRUPT in"
"4040","24.987080","host","1.2.1","USB","27","URB_INTERRUPT in"
"4041","24.988062","1.2.1","host","USB","40","URB_INTERRUPT in"
"4042","24.988077","host","1.2.1","USB","27","URB_INTERRUPT in"
"4043","24.989061","1.2.1","host","USB","40","URB_INTERRUPT in"
"4044","24.989074","host","1.2.1","USB","27","URB_INTERRUPT in"
"4045","24.990060","1.2.1","host","USB","40","URB_INTERRUPT in"
"4046","24.990074","host","1.2.1","USB","27","URB_INTERRUPT in"
"4047","24.991061","1.2.1","host","USB","40","URB_INTERRUPT in"
"4048","24.991074","host","1.2.1","USB","27","URB_INTERRUPT in"
"4049","24.992062","1.2.1","host","USB","40","URB_INTERRUPT in"
"4050","24.992076","host","1.2.1","USB","27","URB_INTERRUPT in"
"4051","24.993064","1.2.1","host","USB","40","URB_INTERRUPT in"
"4052","24.993078","host","1.2.1","USB","27","URB_INTERRUPT in"
"4053","24.994086","1.2.1","host","USB","40","URB_INTERRUPT in"
"4054","24.994176","host","1.2.1","USB","27","URB_INTERRUPT in"
"4055","24.995062","1.2.1","host","USB","40","URB_INTERRUPT in"
"4056","24.995077","host","1.2.1","USB","27","URB_INTERRUPT in"
"4057","24.996064","1.2.1","host","USB","40","URB_INTERRUPT in"
"4058","24.996081","host","1.2.1","USB","27","URB_INTERRUPT in"
"4060","24.997090","1.2.1","host","USB","40","URB_INTERRUPT in"
"4061","24.997149","host","1.2.1","USB","27","URB_INTERRUPT in"
"4062","24.998060","1.2.1","host","USB","40","URB_INTERRUPT in"
"4063","24.998073","host","1.2.1","USB","27","URB_INTERRUPT in"
"4065","24.999083","1.2.1","host","USB","40","URB_INTERRUPT in"
"4066","24.999175","host","1.2.1","USB","27","URB_INTERRUPT in"
"4067","25.000063","1.2.1","host","USB","40","URB_INTERRUPT in"
"4068","25.000080","host","1.2.1","USB","27","URB_INTERRUPT in"
"4069","25.001062","1.2.1","host","USB","40","URB_INTERRUPT in"
"4070","25.001075","host","1.2.1","USB","27","URB_INTERRUPT in"
"4071","25.002080","1.2.1","host","USB","40","URB_INTERRUPT in"
"4072","25.002150","host","1.2.1","USB","27","URB_INTERRUPT in"
"4073","25.003062","1.2.1","host","USB","40","URB_INTERRUPT in"
"4074","25.003076","host","1.2.1","USB","27","URB_INTERRUPT in"
"4075","25.004063","1.2.1","host","USB","40","URB_INTERRUPT in"
"4076","25.004080","host","1.2.1","USB","27","URB_INTERRUPT in"
"4077","25.005062","1.2.1","host","USB","40","URB_INTERRUPT in"
"4078","25.005077","host","1.2.1","USB","27","URB_INTERRUPT in"
"4079","25.006087","1.2.1","host","USB","40","URB_INTERRUPT in"
"4080","25.006131","host","1.2.1","USB","27","URB_INTERRUPT in"
"4081","25.007081","1.2.1","host","USB","40","URB_INTERRUPT in"
"4082","25.007177","host","1.2.1","USB","27","URB_INTERRUPT in"
"4083","25.008062","1.2.1","host","USB","40","URB_INTERRUPT in"
"4084","25.008080","host","1.2.1","USB","27","URB_INTERRUPT in"
"4085","25.009063","1.2.1","host","USB","40","URB_INTERRUPT in"
"4086","25.009078","host","1.2.1","USB","27","URB_INTERRUPT in"
"4087","25.010061","1.2.1","host","USB","40","URB_INTERRUPT in"
"4088","25.010075","host","1.2.1","USB","27","URB_INTERRUPT in"
"4089","25.011061","1.2.1","host","USB","40","URB_INTERRUPT in"
"4090","25.011076","host","1.2.1","USB","27","URB_INTERRUPT in"
"4091","25.012068","1.2.1","host","USB","40","URB_INTERRUPT in"
"4092","25.012089","host","1.2.1","USB","27","URB_INTERRUPT in"
"4093","25.013093","1.2.1","host","USB","40","URB_INTERRUPT in"
"4094","25.013185","host","1.2.1","USB","27","URB_INTERRUPT in"
"4095","25.014086","1.2.1","host","USB","40","URB_INTERRUPT in"
"4096","25.014178","host","1.2.1","USB","27","URB_INTERRUPT in"
"4097","25.015079","1.2.1","host","USB","40","URB_INTERRUPT in"
"4098","25.015175","host","1.2.1","USB","27","URB_INTERRUPT in"
"4099","25.016105","1.2.1","host","USB","40","URB_INTERRUPT in"
"4100","25.016118","host","1.2.1","USB","27","URB_INTERRUPT in"
"4101","25.017062","1.2.1","host","USB","40","URB_INTERRUPT in"
"4102","25.017077","host","1.2.1","USB","27","URB_INTERRUPT in"
"4103","25.018085","1.2.1","host","USB","40","URB_INTERRUPT in"
"4104","25.018159","host","1.2.1","USB","27","URB_INTERRUPT in"
"4105","25.019080","1.2.1","host","USB","40","URB_INTERRUPT in"
"4106","25.019175","host","1.2.1","USB","27","URB_INTERRUPT in"
"4107","25.020080","1.2.1","host","USB","40","URB_INTERRUPT in"
"4108","25.020149","host","1.2.1","USB","27","URB_INTERRUPT in"
"4109","25.021063","1.2.1","host","USB","40","URB_INTERRUPT in"
"4110","25.021080","host","1.2.1","USB","27","URB_INTERRUPT in"
"4111","25.022086","1.2.1","host","USB","40","URB_INTERRUPT in"
"4112","25.022160","host","1.2.1","USB","27","URB_INTERRUPT in"
"4113","25.023083","1.2.1","host","USB","40","URB_INTERRUPT in"
"4114","25.023179","host","1.2.1","USB","27","URB_INTERRUPT in"
"4115","25.024083","1.2.1","host","USB","40","URB_INTERRUPT in"
"4116","25.024154","host","1.2.1","USB","27","URB_INTERRUPT in"
"4117","25.025062","1.2.1","host","USB","40","URB_INTERRUPT in"
"4118","25.025078","host","1.2.1","USB","27","URB_INTERRUPT in"
"4119","25.026062","1.2.1","host","USB","40","URB_INTERRUPT in"
"4120","25.026075","host","1.2.1","USB","27","URB_INTERRUPT in"
"4121","25.027081","1.2.1","host","USB","40","URB_INTERRUPT in"
"4122","25.027123","host","1.2.1","USB","27","URB_INTERRUPT in"
"4123","25.028062","1.2.1","host","USB","40","URB_INTERRUPT in"
"4124","25.028076","host","1.2.1","USB","27","URB_INTERRUPT in"
"4125","25.029065","1.2.1","host","USB","40","URB_INTERRUPT in"
"4126","25.029082","host","1.2.1","USB","27","URB_INTERRUPT in"
"4127","25.030084","1.2.1","host","USB","40","URB_INTERRUPT in"
"4128","25.030160","host","1.2.1","USB","27","URB_INTERRUPT in"
"4129","25.031082","1.2.1","host","USB","40","URB_INTERRUPT in"
"4130","25.031150","host","1.2.1","USB","27","URB_INTERRUPT in"
"4131","25.032060","1.2.1","host","USB","40","URB_INTERRUPT in"
"4132","25.032074","host","1.2.1","USB","27","URB_INTERRUPT in"
"4133","25.033064","1.2.1","host","USB","40","URB_INTERRUPT in"
"4134","25.033079","host","1.2.1","USB","27","URB_INTERRUPT in"
"4135","25.034063","1.2.1","host","USB","40","URB_INTERRUPT in"
"4136","25.034078","host","1.2.1","USB","27","URB_INTERRUPT in"
"4137","25.035062","1.2.1","host","USB","40","URB_INTERRUPT in"
"4138","25.035077","host","1.2.1","USB","27","URB_INTERRUPT in"
"4139","25.036063","1.2.1","host","USB","40","URB_INTERRUPT in"
"4140","25.036080","host","1.2.1","USB","27","URB_INTERRUPT in"
"4141","25.037063","1.2.1","host","USB","40","URB_INTERRUPT in"
"4142","25.037078","host","1.2.1","USB","27","URB_INTERRUPT in"
"4143","25.038064","1.2.1","host","USB","40","URB_INTERRUPT in"
"4144","25.038082","host","1.2.1","USB","27","URB_INTERRUPT in"
"4145","25.040062","1.2.1","host","USB","40","URB_INTERRUPT in"
"4146","25.040077","host","1.2.1","USB","27","URB_INTERRUPT in"
"4147","25.041062","1.2.1","host","USB","40","URB_INTERRUPT in"
"4148","25.041076","host","1.2.1","USB","27","URB_INTERRUPT in"
"4149","25.042061","1.2.1","host","USB","40","URB_INTERRUPT in"
"4150","25.042077","host","1.2.1","USB","27","URB_INTERRUPT in"
"4151","25.043062","1.2.1","host","USB","40","URB_INTERRUPT in"
"4152","25.043077","host","1.2.1","USB","27","URB_INTERRUPT in"
"4153","25.044061","1.2.1","host","USB","40","URB_INTERRUPT in"
"4154","25.044075","host","1.2.1","USB","27","URB_INTERRUPT in"
"4155","25.045062","1.2.1","host","USB","40","URB_INTERRUPT in"
"4156","25.045075","host","1.2.1","USB","27","URB_INTERRUPT in"
"4157","25.046066","1.2.1","host","USB","40","URB_INTERRUPT in"
"4158","25.046087","host","1.2.1","USB","27","URB_INTERRUPT in"
"4159","25.047087","1.2.1","host","USB","40","URB_INTERRUPT in"
"4160","25.047163","host","1.2.1","USB","27","URB_INTERRUPT in"
"4161","25.048061","1.2.1","host","USB","40","URB_INTERRUPT in"
"4162","25.048077","host","1.2.1","USB","27","URB_INTERRUPT in"
"4163","25.049061","1.2.1","host","USB","40","URB_INTERRUPT in"
"4164","25.049076","host","1.2.1","USB","27","URB_INTERRUPT in"
"4165","25.050063","1.2.1","host","USB","40","URB_INTERRUPT in"
"4166","25.050079","host","1.2.1","USB","27","URB_INTERRUPT in"
"4167","25.051061","1.2.1","host","USB","40","URB_INTERRUPT in"
"4168","25.051074","host","1.2.1","USB","27","URB_INTERRUPT in"
"4169","25.052061","1.2.1","host","USB","40","URB_INTERRUPT in"
"4170","25.052075","host","1.2.1","USB","27","URB_INTERRUPT in"
"4171","25.053060","1.2.1","host","USB","40","URB_INTERRUPT in"
"4172","25.053073","host","1.2.1","USB","27","URB_INTERRUPT in"
"4173","25.054062","1.2.1","host","USB","40","URB_INTERRUPT in"
"4174","25.054079","host","1.2.1","USB","27","URB_INTERRUPT in"
"4175","25.055088","1.2.1","host","USB","40","URB_INTERRUPT in"
"4176","25.055174","host","1.2.1","USB","27","URB_INTERRUPT in"
"4177","25.056084","1.2.1","host","USB","40","URB_INTERRUPT in"
"4178","25.056174","host","1.2.1","USB","27","URB_INTERRUPT in"
"4179","25.057060","1.2.1","host","USB","40","URB_INTERRUPT in"
"4180","25.057073","host","1.2.1","USB","27","URB_INTERRUPT in"
"4181","25.058063","1.2.1","host","USB","40","URB_INTERRUPT in"
"4182","25.058079","host","1.2.1","USB","27","URB_INTERRUPT in"
"4183","25.059105","1.2.1","host","USB","40","URB_INTERRUPT in"
"4184","25.059119","host","1.2.1","USB","27","URB_INTERRUPT in"
"4185","25.060087","1.2.1","host","USB","40","URB_INTERRUPT in"
"4186","25.060174","host","1.2.1","USB","27","URB_INTERRUPT in"
"4187","25.061079","1.2.1","host","USB","40","URB_INTERRUPT in"
"4188","25.061147","host","1.2.1","USB","27","URB_INTERRUPT in"
"4189","25.062062","1.2.1","host","USB","40","URB_INTERRUPT in"
"4190","25.062076","host","1.2.1","USB","27","URB_INTERRUPT in"
"4192","25.063062","1.2.1","host","USB","40","URB_INTERRUPT in"
"4193","25.063068","host","1.2.1","USB","27","URB_INTERRUPT in"
"4194","25.064087","1.2.1","host","USB","40","URB_INTERRUPT in"
"4195","25.064185","host","1.2.1","USB","27","URB_INTERRUPT in"
"4197","25.065060","1.2.1","host","USB","40","URB_INTERRUPT in"
"4198","25.065074","host","1.2.1","USB","27","URB_INTERRUPT in"
"4199","25.066062","1.2.1","host","USB","40","URB_INTERRUPT in"
"4200","25.066077","host","1.2.1","USB","27","URB_INTERRUPT in"
"4201","25.067073","1.2.1","host","USB","40","URB_INTERRUPT in"
"4202","25.067089","host","1.2.1","USB","27","URB_INTERRUPT in"
"4203","25.068086","1.2.1","host","USB","40","URB_INTERRUPT in"
"4204","25.068181","host","1.2.1","USB","27","URB_INTERRUPT in"
"4205","25.069077","1.2.1","host","USB","40","URB_INTERRUPT in"
"4206","25.069137","host","1.2.1","USB","27","URB_INTERRUPT in"
"4207","25.070080","1.2.1","host","USB","40","URB_INTERRUPT in"
"4208","25.070150","host","1.2.1","USB","27","URB_INTERRUPT in"
"4209","25.071062","1.2.1","host","USB","40","URB_INTERRUPT in"
"4210","25.071076","host","1.2.1","USB","27","URB_INTERRUPT in"
"4211","25.073090","1.2.1","host","USB","40","URB_INTERRUPT in"
"4212","25.073154","host","1.2.1","USB","27","URB_INTERRUPT in"
"4213","25.074060","1.2.1","host","USB","40","URB_INTERRUPT in"
"4214","25.074075","host","1.2.1","USB","27","URB_INTERRUPT in"
"4215","25.075061","1.2.1","host","USB","40","URB_INTERRUPT in"
"4216","25.075075","host","1.2.1","USB","27","URB_INTERRUPT in"
"4217","25.076079","1.2.1","host","USB","40","URB_INTERRUPT in"
"4218","25.076149","host","1.2.1","USB","27","URB_INTERRUPT in"
"4219","25.077081","1.2.1","host","USB","40","URB_INTERRUPT in"
"4220","25.077151","host","1.2.1","USB","27","URB_INTERRUPT in"
"4221","25.078062","1.2.1","host","USB","40","URB_INTERRUPT in"
"4222","25.078080","host","1.2.1","USB","27","URB_INTERRUPT in"
"4223","25.079064","1.2.1","host","USB","40","URB_INTERRUPT in"
"4224","25.079083","host","1.2.1","USB","27","URB_INTERRUPT in"
"4225","25.080063","1.2.1","host","USB","40","URB_INTERRUPT in"
"4226","25.080080","host","1.2.1","USB","27","URB_INTERRUPT in"
"4227","25.081061","1.2.1","host","USB","40","URB_INTERRUPT in"
"4228","25.081077","host","1.2.1","USB","27","URB_INTERRUPT in"
"4229","25.082085","1.2.1","host","USB","40","URB_INTERRUPT in"
"4230","25.082186","host","1.2.1","USB","27","URB_INTERRUPT in"
"4231","25.083061","1.2.1","host","USB","40","URB_INTERRUPT in"
"4232","25.083079","host","1.2.1","USB","27","URB_INTERRUPT in"
"4233","25.084089","1.2.1","host","USB","40","URB_INTERRUPT in"
"4234","25.084163","host","1.2.1","USB","27","URB_INTERRUPT in"
"4235","25.085060","1.2.1","host","USB","40","URB_INTERRUPT in"
"4236","25.085074","host","1.2.1","USB","27","URB_INTERRUPT in"
"4237","25.086088","1.2.1","host","USB","40","URB_INTERRUPT in"
"4238","25.086164","host","1.2.1","USB","27","URB_INTERRUPT in"
"4239","25.087062","1.2.1","host","USB","40","URB_INTERRUPT in"
"4240","25.087077","host","1.2.1","USB","27","URB_INTERRUPT in"
"4241","25.088086","1.2.1","host","USB","40","URB_INTERRUPT in"
"4242","25.088163","host","1.2.1","USB","27","URB_INTERRUPT in"
"4243","25.089061","1.2.1","host","USB","40","URB_INTERRUPT in"
"4244","25.089075","host","1.2.1","USB","27","URB_INTERRUPT in"
"4245","25.090060","1.2.1","host","USB","40","URB_INTERRUPT in"
"4246","25.090073","host","1.2.1","USB","27","URB_INTERRUPT in"
"4247","25.091062","1.2.1","host","USB","40","URB_INTERRUPT in"
"4248","25.091075","host","1.2.1","USB","27","URB_INTERRUPT in"
"4249","25.092061","1.2.1","host","USB","40","URB_INTERRUPT in"
"4250","25.092075","host","1.2.1","USB","27","URB_INTERRUPT in"
"4251","25.093061","1.2.1","host","USB","40","URB_INTERRUPT in"
"4252","25.093074","host","1.2.1","USB","27","URB_INTERRUPT in"
"4253","25.094061","1.2.1","host","USB","40","URB_INTERRUPT in"
"4254","25.094075","host","1.2.1","USB","27","URB_INTERRUPT in"
"4255","25.095082","1.2.1","host","USB","40","URB_INTERRUPT in"
"4256","25.095179","host","1.2.1","USB","27","URB_INTERRUPT in"
"4257","25.096086","1.2.1","host","USB","40","URB_INTERRUPT in"
"4258","25.096164","host","1.2.1","USB","27","URB_INTERRUPT in"
"4259","25.097080","1.2.1","host","USB","40","URB_INTERRUPT in"
"4260","25.097152","host","1.2.1","USB","27","URB_INTERRUPT in"
"4261","25.098061","1.2.1","host","USB","40","URB_INTERRUPT in"
"4262","25.098074","host","1.2.1","USB","27","URB_INTERRUPT in"
"4263","25.099071","1.2.1","host","USB","40","URB_INTERRUPT in"
"4264","25.099087","host","1.2.1","USB","27","URB_INTERRUPT in"
"4265","25.100062","1.2.1","host","USB","40","URB_INTERRUPT in"
"4266","25.100076","host","1.2.1","USB","27","URB_INTERRUPT in"
"4267","25.102085","1.2.1","host","USB","40","URB_INTERRUPT in"
"4268","25.102175","host","1.2.1","USB","27","URB_INTERRUPT in"
"4269","25.103081","1.2.1","host","USB","40","URB_INTERRUPT in"
"4270","25.103153","host","1.2.1","USB","27","URB_INTERRUPT in"
"4271","25.104062","1.2.1","host","USB","40","URB_INTERRUPT in"
"4272","25.104076","host","1.2.1","USB","27","URB_INTERRUPT in"
"4273","25.105090","1.2.1","host","USB","40","URB_INTERRUPT in"
"4274","25.105180","host","1.2.1","USB","27","URB_INTERRUPT in"
"4275","25.106081","1.2.1","host","USB","40","URB_INTERRUPT in"
"4276","25.106175","host","1.2.1","USB","27","URB_INTERRUPT in"
"4277","25.107062","1.2.1","host","USB","40","URB_INTERRUPT in"
"4278","25.107077","host","1.2.1","USB","27","URB_INTERRUPT in"
"4279","25.108061","1.2.1","host","USB","40","URB_INTERRUPT in"
"4280","25.108076","host","1.2.1","USB","27","URB_INTERRUPT in"
"4281","25.110083","1.2.1","host","USB","40","URB_INTERRUPT in"
"4282","25.110131","host","1.2.1","USB","27","URB_INTERRUPT in"
"4283","25.111077","1.2.1","host","USB","40","URB_INTERRUPT in"
"4284","25.111128","host","1.2.1","USB","27","URB_INTERRUPT in"
"4285","25.112062","1.2.1","host","USB","40","URB_INTERRUPT in"
"4286","25.112083","host","1.2.1","USB","27","URB_INTERRUPT in"
"4287","25.113061","1.2.1","host","USB","40","URB_INTERRUPT in"
"4288","25.113077","host","1.2.1","USB","27","URB_INTERRUPT in"
"4289","25.114063","1.2.1","host","USB","40","URB_INTERRUPT in"
"4290","25.114081","host","1.2.1","USB","27","URB_INTERRUPT in"
"4291","25.115063","1.2.1","host","USB","40","URB_INTERRUPT in"
"4292","25.115080","host","1.2.1","USB","27","URB_INTERRUPT in"
"4293","25.116060","1.2.1","host","USB","40","URB_INTERRUPT in"
"4294","25.116072","host","1.2.1","USB","27","URB_INTERRUPT in"
"4295","25.117061","1.2.1","host","USB","40","URB_INTERRUPT in"
"4296","25.117075","host","1.2.1","USB","27","URB_INTERRUPT in"
"4297","25.119061","1.2.1","host","USB","40","URB_INTERRUPT in"
"4298","25.119075","host","1.2.1","USB","27","URB_INTERRUPT in"
"4299","25.120083","1.2.1","host","USB","40","URB_INTERRUPT in"
"4300","25.120156","host","1.2.1","USB","27","URB_INTERRUPT in"
"4301","25.121062","1.2.1","host","USB","40","URB_INTERRUPT in"
"4302","25.121076","host","1.2.1","USB","27","URB_INTERRUPT in"
"4303","25.122083","1.2.1","host","USB","40","URB_INTERRUPT in"
"4304","25.122176","host","1.2.1","USB","27","URB_INTERRUPT in"
"4305","25.123082","1.2.1","host","USB","40","URB_INTERRUPT in"
"4306","25.123180","host","1.2.1","USB","27","URB_INTERRUPT in"
"4307","25.125062","1.2.1","host","USB","40","URB_INTERRUPT in"
"4308","25.125076","host","1.2.1","USB","27","URB_INTERRUPT in"
"4309","25.126086","1.2.1","host","USB","40","URB_INTERRUPT in"
"4310","25.126175","host","1.2.1","USB","27","URB_INTERRUPT in"
"4311","25.127083","1.2.1","host","USB","40","URB_INTERRUPT in"
"4312","25.127154","host","1.2.1","USB","27","URB_INTERRUPT in"
"4314","25.129062","1.2.1","host","USB","40","URB_INTERRUPT in"
"4315","25.129076","host","1.2.1","USB","27","URB_INTERRUPT in"
"4317","25.131079","1.2.1","host","USB","40","URB_INTERRUPT in"
"4318","25.131148","host","1.2.1","USB","27","URB_INTERRUPT in"
"4319","25.132061","1.2.1","host","USB","40","URB_INTERRUPT in"
"4320","25.132076","host","1.2.1","USB","27","URB_INTERRUPT in"
"4321","25.134083","1.2.1","host","USB","40","URB_INTERRUPT in"
"4322","25.134144","host","1.2.1","USB","27","URB_INTERRUPT in"
"4323","25.136060","1.2.1","host","USB","40","URB_INTERRUPT in"
"4324","25.136073","host","1.2.1","USB","27","URB_INTERRUPT in"
"4325","25.138061","1.2.1","host","USB","40","URB_INTERRUPT in"
"4326","25.138074","host","1.2.1","USB","27","URB_INTERRUPT in"
"4327","25.139086","1.2.1","host","USB","40","URB_INTERRUPT in"
"4328","25.139177","host","1.2.1","USB","27","URB_INTERRUPT in"
"4329","25.141088","1.2.1","host","USB","40","URB_INTERRUPT in"
"4330","25.141150","host","1.2.1","USB","27","URB_INTERRUPT in"
"4331","25.142061","1.2.1","host","USB","40","URB_INTERRUPT in"
"4332","25.142074","host","1.2.1","USB","27","URB_INTERRUPT in"
"4333","25.143061","1.2.1","host","USB","40","URB_INTERRUPT in"
"4334","25.143074","host","1.2.1","USB","27","URB_INTERRUPT in"
"4335","25.144061","1.2.1","host","USB","40","URB_INTERRUPT in"
"4336","25.144075","host","1.2.1","USB","27","URB_INTERRUPT in"
"4337","25.145061","1.2.1","host","USB","40","URB_INTERRUPT in"
"4338","25.145075","host","1.2.1","USB","27","URB_INTERRUPT in"
"4339","25.146064","1.2.1","host","USB","40","URB_INTERRUPT in"
"4340","25.146083","host","1.2.1","USB","27","URB_INTERRUPT in"
"4341","25.148068","1.2.1","host","USB","40","URB_INTERRUPT in"
"4342","25.148095","host","1.2.1","USB","27","URB_INTERRUPT in"
"4343","25.149065","1.2.1","host","USB","40","URB_INTERRUPT in"
"4344","25.149084","host","1.2.1","USB","27","URB_INTERRUPT in"
"4345","25.151067","1.2.1","host","USB","40","URB_INTERRUPT in"
"4346","25.151093","host","1.2.1","USB","27","URB_INTERRUPT in"
"4347","25.153065","1.2.1","host","USB","40","URB_INTERRUPT in"
"4348","25.153089","host","1.2.1","USB","27","URB_INTERRUPT in"
"4349","25.155070","1.2.1","host","USB","40","URB_INTERRUPT in"
"4350","25.155095","host","1.2.1","USB","27","URB_INTERRUPT in"
"4351","25.156063","1.2.1","host","USB","40","URB_INTERRUPT in"
"4352","25.156081","host","1.2.1","USB","27","URB_INTERRUPT in"
"4353","25.157061","1.2.1","host","USB","40","URB_INTERRUPT in"
"4354","25.157076","host","1.2.1","USB","27","URB_INTERRUPT in"
"4355","25.158064","1.2.1","host","USB","40","URB_INTERRUPT in"
"4356","25.158086","host","1.2.1","USB","27","URB_INTERRUPT in"
"4357","25.160068","1.2.1","host","USB","40","URB_INTERRUPT in"
"4358","25.160094","host","1.2.1","USB","27","URB_INTERRUPT in"
"4359","25.161063","1.2.1","host","USB","40","URB_INTERRUPT in"
"4360","25.161079","host","1.2.1","USB","27","URB_INTERRUPT in"
"4361","25.162061","1.2.1","host","USB","40","URB_INTERRUPT in"
"4362","25.162076","host","1.2.1","USB","27","URB_INTERRUPT in"
"4365","25.164062","1.2.1","host","USB","40","URB_INTERRUPT in"
"4366","25.164081","host","1.2.1","USB","27","URB_INTERRUPT in"
"4367","25.166063","1.2.1","host","USB","40","URB_INTERRUPT in"
"4368","25.166081","host","1.2.1","USB","27","URB_INTERRUPT in"
"4369","25.167062","1.2.1","host","USB","40","URB_INTERRUPT in"
"4370","25.167081","host","1.2.1","USB","27","URB_INTERRUPT in"
"4371","25.168061","1.2.1","host","USB","40","URB_INTERRUPT in"
"4372","25.168076","host","1.2.1","USB","27","URB_INTERRUPT in"
"4373","25.170062","1.2.1","host","USB","40","URB_INTERRUPT in"
"4374","25.170078","host","1.2.1","USB","27","URB_INTERRUPT in"
"4375","25.172066","1.2.1","host","USB","40","URB_INTERRUPT in"
"4376","25.172089","host","1.2.1","USB","27","URB_INTERRUPT in"
"4377","25.174063","1.2.1","host","USB","40","URB_INTERRUPT in"
"4378","25.174080","host","1.2.1","USB","27","URB_INTERRUPT in"
"4379","25.176063","1.2.1","host","USB","40","URB_INTERRUPT in"
"4380","25.176082","host","1.2.1","USB","27","URB_INTERRUPT in"
"4381","25.177061","1.2.1","host","USB","40","URB_INTERRUPT in"
"4382","25.177074","host","1.2.1","USB","27","URB_INTERRUPT in"
"4383","25.180066","1.2.1","host","USB","40","URB_INTERRUPT in"
"4384","25.180089","host","1.2.1","USB","27","URB_INTERRUPT in"
"4385","25.183067","1.2.1","host","USB","40","URB_INTERRUPT in"
"4386","25.183093","host","1.2.1","USB","27","URB_INTERRUPT in"
"4387","25.184064","1.2.1","host","USB","40","URB_INTERRUPT in"
"4388","25.184081","host","1.2.1","USB","27","URB_INTERRUPT in"
"4389","25.185062","1.2.1","host","USB","40","URB_INTERRUPT in"
"4390","25.185075","host","1.2.1","USB","27","URB_INTERRUPT in"
"4391","25.189088","1.2.1","host","USB","40","URB_INTERRUPT in"
"4392","25.189178","host","1.2.1","USB","27","URB_INTERRUPT in"
"4393","25.193063","1.2.1","host","USB","40","URB_INTERRUPT in"
"4394","25.193078","host","1.2.1","USB","27","URB_INTERRUPT in"
"4395","25.194088","1.2.1","host","USB","40","URB_INTERRUPT in"
"4396","25.194179","host","1.2.1","USB","27","URB_INTERRUPT in"
