"No.","Time","Source","Destination","Protocol","Length","Info"
"1016","0.787166","host","1.2.1","USB","27","URB_INTERRUPT in"
"1017","0.789152","1.2.1","host","USB","40","URB_INTERRUPT in"
"1018","0.789173","host","1.2.1","USB","27","URB_INTERRUPT in"
"1019","0.790150","1.2.1","host","USB","40","URB_INTERRUPT in"
"1020","0.790167","host","1.2.1","USB","27","URB_INTERRUPT in"
"1021","0.791150","1.2.1","host","USB","40","URB_INTERRUPT in"
"1022","0.791166","host","1.2.1","USB","27","URB_INTERRUPT in"
"1023","0.793151","1.2.1","host","USB","40","URB_INTERRUPT in"
"1024","0.793171","host","1.2.1","USB","27","URB_INTERRUPT in"
"1025","0.794150","1.2.1","host","USB","40","URB_INTERRUPT in"
"1026","0.794168","host","1.2.1","USB","27","URB_INTERRUPT in"
"1027","0.796150","1.2.1","host","USB","40","URB_INTERRUPT in"
"1028","0.796167","host","1.2.1","USB","27","URB_INTERRUPT in"
"1029","0.797152","1.2.1","host","USB","40","URB_INTERRUPT in"
"1030","0.797169","host","1.2.1","USB","27","URB_INTERRUPT in"
"1031","0.798151","1.2.1","host","USB","40","URB_INTERRUPT in"
"1032","0.798171","host","1.2.1","USB","27","URB_INTERRUPT in"
"1033","0.799152","1.2.1","host","USB","40","URB_INTERRUPT in"
"1034","0.799171","host","1.2.1","USB","27","URB_INTERRUPT in"
"1035","0.800151","1.2.1","host","USB","40","URB_INTERRUPT in"
"1036","0.800169","host","1.2.1","USB","27","URB_INTERRUPT in"
"1037","0.801150","1.2.1","host","USB","40","URB_INTERRUPT in"
"1038","0.801170","host","1.2.1","USB","27","URB_INTERRUPT in"
"1039","0.802151","1.2.1","host","USB","40","URB_INTERRUPT in"
"1040","0.802168","host","1.2.1","USB","27","URB_INTERRUPT in"
"1041","0.804151","1.2.1","host","USB","40","URB_INTERRUPT in"
"1042","0.804170","host","1.2.1","USB","27","URB_INTERRUPT in"
"1043","0.806155","1.2.1","host","USB","40","URB_INTERRUPT in"
"1044","0.806181","host","1.2.1","USB","27","URB_INTERRUPT in"
"1045","0.807152","1.2.1","host","USB","40","URB_INTERRUPT in"
"1046","0.807172","host","1.2.1","USB","27","URB_INTERRUPT in"
"1049","0.809161","1.2.1","host","USB","40","URB_INTERRUPT in"
"1050","0.809172","host","1.2.1","USB","27","URB_INTERRUPT in"
"1051","0.810151","1.2.1","host","USB","40","URB_INTERRUPT in"
"1052","0.810170","host","1.2.1","USB","27","URB_INTERRUPT in"
"1053","0.811150","1.2.1","host","USB","40","URB_INTERRUPT in"
"1054","0.811166","host","1.2.1","USB","27","URB_INTERRUPT in"
"1055","0.813151","1.2.1","host","USB","40","URB_INTERRUPT in"
"1056","0.813191","host","1.2.1","USB","27","URB_INTERRUPT in"
"1057","0.815152","1.2.1","host","USB","40","URB_INTERRUPT in"
"1058","0.815174","host","1.2.1","USB","27","URB_INTERRUPT in"
"1059","0.817162","1.2.1","host","USB","40","URB_INTERRUPT in"
"1060","0.817182","host","1.2.1","USB","27","URB_INTERRUPT in"
"1061","0.819152","1.2.1","host","USB","40","URB_INTERRUPT in"
"1062","0.819172","host","1.2.1","USB","27","URB_INTERRUPT in"
"1063","0.820149","1.2.1","host","USB","40","URB_INTERRUPT in"
"1064","0.820166","host","1.2.1","USB","27","URB_INTERRUPT in"
"1065","0.821149","1.2.1","host","USB","40","URB_INTERRUPT in"
"1066","0.821164","host","1.2.1","USB","27","URB_INTERRUPT in"
"1067","0.824154","1.2.1","host","USB","40","URB_INTERRUPT in"
"1068","0.824180","host","1.2.1","USB","27","URB_INTERRUPT in"
"1069","0.827154","1.2.1","host","USB","40","URB_INTERRUPT in"
"1070","0.827177","host","1.2.1","USB","27","URB_INTERRUPT in"
"1071","0.829152","1.2.1","host","USB","40","URB_INTERRUPT in"
"1072","0.829172","host","1.2.1","USB","27","URB_INTERRUPT in"
"1073","0.832153","1.2.1","host","USB","40","URB_INTERRUPT in"
"1074","0.832175","host","1.2.1","USB","27","URB_INTERRUPT in"
"1075","0.837154","1.2.1","host","USB","40","URB_INTERRUPT in"
"1076","0.837178","host","1.2.1","USB","27","URB_INTERRUPT in"
"1077","0.840155","1.2.1","host","USB","40","URB_INTERRUPT in"
"1078","0.840187","host","1.2.1","USB","27","URB_INTERRUPT in"
"1079","0.842173","1.2.1","host","USB","40","URB_INTERRUPT in"
"1080","0.842196","host","1.2.1","USB","27","URB_INTERRUPT in"
"1081","0.847153","1.2.1","host","USB","40","URB_INTERRUPT in"
"1082","0.847181","host","1.2.1","USB","27","URB_INTERRUPT in"
"1083","0.854160","1.2.1","host","USB","40","URB_INTERRUPT in"
"1084","0.854197","host","1.2.1","USB","27","URB_INTERRUPT in"
"1085","0.860154","1.2.1","host","USB","40","URB_INTERRUPT in"
"1086","0.860192","host","1.2.1","USB","27","URB_INTERRUPT in"
"1087","0.873155","1.2.1","host","USB","40","URB_INTERRUPT in"
"1088","0.873195","host","1.2.1","USB","27","URB_INTERRUPT in"
"1091","0.882155","1.2.1","host","USB","40","URB_INTERRUPT in"
"1092","0.882181","host","1.2.1","USB","27","URB_INTERRUPT in"
"1093","0.898154","1.2.1","host","USB","40","URB_INTERRUPT in"
"1094","0.898179","host","1.2.1","USB","27","URB_INTERRUPT in"
"1095","0.910154","1.2.1","host","USB","40","URB_INTERRUPT in"
"1096","0.910179","host","1.2.1","USB","27","URB_INTERRUPT in"
"1097","0.924179","1.2.1","host","USB","40","URB_INTERRUPT in"
"1098","0.924205","host","1.2.1","USB","27","URB_INTERRUPT in"
"1099","0.929155","1.2.1","host","USB","40","URB_INTERRUPT in"
"1100","0.929180","host","1.2.1","USB","27","URB_INTERRUPT in"
"1101","0.932154","1.2.1","host","USB","40","URB_INTERRUPT in"
"1102","0.932179","host","1.2.1","USB","27","URB_INTERRUPT in"
"1103","0.937155","1.2.1","host","USB","40","URB_INTERRUPT in"
"1104","0.937179","host","1.2.1","USB","27","URB_INTERRUPT in"
"1107","0.941149","1.2.1","host","USB","40","URB_INTERRUPT in"
"1108","0.941172","host","1.2.1","USB","27","URB_INTERRUPT in"
"1109","0.943151","1.2.1","host","USB","40","URB_INTERRUPT in"
"1110","0.943172","host","1.2.1","USB","27","URB_INTERRUPT in"
"1111","0.945149","1.2.1","host","USB","40","URB_INTERRUPT in"
"1112","0.945166","host","1.2.1","USB","27","URB_INTERRUPT in"
"1113","0.947152","1.2.1","host","USB","40","URB_INTERRUPT in"
"1114","0.947174","host","1.2.1","USB","27","URB_INTERRUPT in"
"1115","0.949151","1.2.1","host","USB","40","URB_INTERRUPT in"
"1116","0.949168","host","1.2.1","USB","27","URB_INTERRUPT in"
"1117","0.950150","1.2.1","host","USB","40","URB_INTERRUPT in"
"1118","0.950165","host","1.2.1","USB","27","URB_INTERRUPT in"
"1119","0.951152","1.2.1","host","USB","40","URB_INTERRUPT in"
"1120","0.951175","host","1.2.1","USB","27","URB_INTERRUPT in"
"1121","0.953153","1.2.1","host","USB","40","URB_INTERRUPT in"
"1122","0.953175","host","1.2.1","USB","27","URB_INTERRUPT in"
"1123","0.955154","1.2.1","host","USB","40","URB_INTERRUPT in"
"1124","0.955177","host","1.2.1","USB","27","URB_INTERRUPT in"
"1125","0.957154","1.2.1","host","USB","40","URB_INTERRUPT in"
"1126","0.957176","host","1.2.1","USB","27","URB_INTERRUPT in"
"1127","0.958152","1.2.1","host","USB","40","URB_INTERRUPT in"
"1128","0.958172","host","1.2.1","USB","27","URB_INTERRUPT in"
"1129","0.959152","1.2.1","host","USB","40","URB_INTERRUPT in"
"1130","0.959174","host","1.2.1","USB","27","URB_INTERRUPT in"
"1131","0.961153","1.2.1","host","USB","40","URB_INTERRUPT in"
"1132","0.961173","host","1.2.1","USB","27","URB_INTERRUPT in"
"1133","0.962152","1.2.1","host","USB","40","URB_INTERRUPT in"
"1134","0.962172","host","1.2.1","USB","27","URB_INTERRUPT in"
"1135","0.963153","1.2.1","host","USB","40","URB_INTERRUPT in"
"1136","0.963174","host","1.2.1","USB","27","URB_INTERRUPT in"
"1137","0.964149","1.2.1","host","USB","40","URB_INTERRUPT in"
"1138","0.964166","host","1.2.1","USB","27","URB_INTERRUPT in"
"1139","0.965150","1.2.1","host","USB","40","URB_INTERRUPT in"
"1140","0.965168","host","1.2.1","USB","27","URB_INTERRUPT in"
"1141","0.967149","1.2.1","host","USB","40","URB_INTERRUPT in"
"1142","0.967168","host","1.2.1","USB","27","URB_INTERRUPT in"
"1143","0.968155","1.2.1","host","USB","40","URB_INTERRUPT in"
"1144","0.968177","host","1.2.1","USB","27","URB_INTERRUPT in"
"1145","0.969153","1.2.1","host","USB","40","URB_INTERRUPT in"
"1146","0.969174","host","1.2.1","USB","27","URB_INTERRUPT in"
"1147","0.971154","1.2.1","host","USB","40","URB_INTERRUPT in"
"1148","0.971178","host","1.2.1","USB","27","URB_INTERRUPT in"
"1149","0.972155","1.2.1","host","USB","40","URB_INTERRUPT in"
"1150","0.972178","host","1.2.1","USB","27","URB_INTERRUPT in"
"1151","0.973152","1.2.1","host","USB","40","URB_INTERRUPT in"
"1152","0.973173","host","1.2.1","USB","27","URB_INTERRUPT in"
"1153","0.974152","1.2.1","host","USB","40","URB_INTERRUPT in"
"1154","0.974171","host","1.2.1","USB","27","URB_INTERRUPT in"
"1155","0.975153","1.2.1","host","USB","40","URB_INTERRUPT in"
"1156","0.975175","host","1.2.1","USB","27","URB_INTERRUPT in"
"1157","0.976154","1.2.1","host","USB","40","URB_INTERRUPT in"
"1158","0.976175","host","1.2.1","USB","27","URB_INTERRUPT in"
"1159","0.977152","1.2.1","host","USB","40","URB_INTERRUPT in"
"1160","0.977173","host","1.2.1","USB","27","URB_INTERRUPT in"
"1161","0.978152","1.2.1","host","USB","40","URB_INTERRUPT in"
"1162","0.978172","host","1.2.1","USB","27","URB_INTERRUPT in"
"1163","0.979153","1.2.1","host","USB","40","URB_INTERRUPT in"
"1164","0.979174","host","1.2.1","USB","27","URB_INTERRUPT in"
"1165","0.980155","1.2.1","host","USB","40","URB_INTERRUPT in"
"1166","0.980178","host","1.2.1","USB","27","URB_INTERRUPT in"
"1167","0.981175","1.2.1","host","USB","40","URB_INTERRUPT in"
"1168","0.981194","host","1.2.1","USB","27","URB_INTERRUPT in"
"1169","0.982175","1.2.1","host","USB","40","URB_INTERRUPT in"
"1170","0.982192","host","1.2.1","USB","27","URB_INTERRUPT in"
"1171","0.983149","1.2.1","host","USB","40","URB_INTERRUPT in"
"1172","0.983164","host","1.2.1","USB","27","URB_INTERRUPT in"
"1173","0.984149","1.2.1","host","USB","40","URB_INTERRUPT in"
"1174","0.984166","host","1.2.1","USB","27","URB_INTERRUPT in"
"1175","0.985148","1.2.1","host","USB","40","URB_INTERRUPT in"
"1176","0.985164","host","1.2.1","USB","27","URB_INTERRUPT in"
"1177","0.986149","1.2.1","host","USB","40","URB_INTERRUPT in"
"1178","0.986165","host","1.2.1","USB","27","URB_INTERRUPT in"
"1179","0.987148","1.2.1","host","USB","40","URB_INTERRUPT in"
"1180","0.987164","host","1.2.1","USB","27","URB_INTERRUPT in"
"1181","0.988149","1.2.1","host","USB","40","URB_INTERRUPT in"
"1182","0.988165","host","1.2.1","USB","27","URB_INTERRUPT in"
"1183","0.989150","1.2.1","host","USB","40","URB_INTERRUPT in"
"1184","0.989168","host","1.2.1","USB","27","URB_INTERRUPT in"
"1185","0.990149","1.2.1","host","USB","40","URB_INTERRUPT in"
"1186","0.990165","host","1.2.1","USB","27","URB_INTERRUPT in"
"1187","0.991150","1.2.1","host","USB","40","URB_INTERRUPT in"
"1188","0.991166","host","1.2.1","USB","27","URB_INTERRUPT in"
"1189","0.992149","1.2.1","host","USB","40","URB_INTERRUPT in"
"1190","0.992168","host","1.2.1","USB","27","URB_INTERRUPT in"
"1191","0.993150","1.2.1","host","USB","40","URB_INTERRUPT in"
"1192","0.993168","host","1.2.1","USB","27","URB_INTERRUPT in"
"1193","0.994150","1.2.1","host","USB","40","URB_INTERRUPT in"
"1194","0.994167","host","1.2.1","USB","27","URB_INTERRUPT in"
"1195","0.995149","1.2.1","host","USB","40","URB_INTERRUPT in"
"1196","0.995166","host","1.2.1","USB","27","URB_INTERRUPT in"
"1197","0.996150","1.2.1","host","USB","40","URB_INTERRUPT in"
"1198","0.996166","host","1.2.1","USB","27","URB_INTERRUPT in"
"1199","0.997151","1.2.1","host","USB","40","URB_INTERRUPT in"
"1200","0.997170","host","1.2.1","USB","27","URB_INTERRUPT in"
"1201","0.998176","1.2.1","host","USB","40","URB_INTERRUPT in"
"1202","0.998194","host","1.2.1","USB","27","URB_INTERRUPT in"
"1203","0.999152","1.2.1","host","USB","40","URB_INTERRUPT in"
"1204","0.999168","host","1.2.1","USB","27","URB_INTERRUPT in"
"1205","1.000148","1.2.1","host","USB","40","URB_INTERRUPT in"
"1206","1.000163","host","1.2.1","USB","27","URB_INTERRUPT in"
"1207","1.001149","1.2.1","host","USB","40","URB_INTERRUPT in"
"1208","1.001166","host","1.2.1","USB","27","URB_INTERRUPT in"
"1209","1.002148","1.2.1","host","USB","40","URB_INTERRUPT in"
"1210","1.002163","host","1.2.1","USB","27","URB_INTERRUPT in"
"1211","1.003148","1.2.1","host","USB","40","URB_INTERRUPT in"
"1212","1.003162","host","1.2.1","USB","27","URB_INTERRUPT in"
"1213","1.004149","1.2.1","host","USB","40","URB_INTERRUPT in"
"1214","1.004165","host","1.2.1","USB","27","URB_INTERRUPT in"
"1215","1.005152","1.2.1","host","USB","40","URB_INTERRUPT in"
"1216","1.005174","host","1.2.1","USB","27","URB_INTERRUPT in"
"1217","1.006151","1.2.1","host","USB","40","URB_INTERRUPT in"
"1219","1.006170","host","1.2.1","USB","27","URB_INTERRUPT in"
"1220","1.007150","1.2.1","host","USB","40","URB_INTERRUPT in"
"1221","1.007169","host","1.2.1","USB","27","URB_INTERRUPT in"
"1223","1.008148","1.2.1","host","USB","40","URB_INTERRUPT in"
"1224","1.008165","host","1.2.1","USB","27","URB_INTERRUPT in"
"1225","1.009149","1.2.1","host","USB","40","URB_INTERRUPT in"
"1226","1.009168","host","1.2.1","USB","27","URB_INTERRUPT in"
"1227","1.010148","1.2.1","host","USB","40","URB_INTERRUPT in"
"1228","1.010162","host","1.2.1","USB","27","URB_INTERRUPT in"
"1229","1.011148","1.2.1","host","USB","40","URB_INTERRUPT in"
"1230","1.011163","host","1.2.1","USB","27","URB_INTERRUPT in"
"1231","1.012148","1.2.1","host","USB","40","URB_INTERRUPT in"
"1232","1.012163","host","1.2.1","USB","27","URB_INTERRUPT in"
"1233","1.013149","1.2.1","host","USB","40","URB_INTERRUPT in"
"1234","1.013165","host","1.2.1","USB","27","URB_INTERRUPT in"
"1235","1.014151","1.2.1","host","USB","40","URB_INTERRUPT in"
"1236","1.014168","host","1.2.1","USB","27","URB_INTERRUPT in"
"1237","1.015149","1.2.1","host","USB","40","URB_INTERRUPT in"
"1238","1.015165","host","1.2.1","USB","27","URB_INTERRUPT in"
"1239","1.016152","1.2.1","host","USB","40","URB_INTERRUPT in"
"1240","1.016175","host","1.2.1","USB","27","URB_INTERRUPT in"
"1241","1.017149","1.2.1","host","USB","40","URB_INTERRUPT in"
"1242","1.017172","host","1.2.1","USB","27","URB_INTERRUPT in"
"1243","1.018154","1.2.1","host","USB","40","URB_INTERRUPT in"
"1244","1.018181","host","1.2.1","USB","27","URB_INTERRUPT in"
"1245","1.019149","1.2.1","host","USB","40","URB_INTERRUPT in"
"1246","1.019170","host","1.2.1","USB","27","URB_INTERRUPT in"
"1247","1.020152","1.2.1","host","USB","40","URB_INTERRUPT in"
"1248","1.020178","host","1.2.1","USB","27","URB_INTERRUPT in"
"1249","1.021151","1.2.1","host","USB","40","URB_INTERRUPT in"
"1250","1.021171","host","1.2.1","USB","27","URB_INTERRUPT in"
"1251","1.022150","1.2.1","host","USB","40","URB_INTERRUPT in"
"1252","1.022168","host","1.2.1","USB","27","URB_INTERRUPT in"
"1253","1.023149","1.2.1","host","USB","40","URB_INTERRUPT in"
"1254","1.023165","host","1.2.1","USB","27","URB_INTERRUPT in"
"1255","1.024148","1.2.1","host","USB","40","URB_INTERRUPT in"
"1256","1.024164","host","1.2.1","USB","27","URB_INTERRUPT in"
"1257","1.025148","1.2.1","host","USB","40","URB_INTERRUPT in"
"1258","1.025164","host","1.2.1","USB","27","URB_INTERRUPT in"
"1259","1.026150","1.2.1","host","USB","40","URB_INTERRUPT in"
"1260","1.026168","host","1.2.1","USB","27","URB_INTERRUPT in"
"1261","1.027149","1.2.1","host","USB","40","URB_INTERRUPT in"
"1262","1.027165","host","1.2.1","USB","27","URB_INTERRUPT in"
"1263","1.028149","1.2.1","host","USB","40","URB_INTERRUPT in"
"1264","1.028164","host","1.2.1","USB","27","URB_INTERRUPT in"
"1265","1.029148","1.2.1","host","USB","40","URB_INTERRUPT in"
"1266","1.029164","host","1.2.1","USB","27","URB_INTERRUPT in"
"1267","1.030151","1.2.1","host","USB","40","URB_INTERRUPT in"
"1268","1.030169","host","1.2.1","USB","27","URB_INTERRUPT in"
"1269","1.031149","1.2.1","host","USB","40","URB_INTERRUPT in"
"1270","1.031164","host","1.2.1","USB","27","URB_INTERRUPT in"
"1271","1.032148","1.2.1","host","USB","40","URB_INTERRUPT in"
"1272","1.032163","host","1.2.1","USB","27","URB_INTERRUPT in"
"1273","1.034155","1.2.1","host","USB","40","URB_INTERRUPT in"
"1274","1.034185","host","1.2.1","USB","27","URB_INTERRUPT in"
"1275","1.035153","1.2.1","host","USB","40","URB_INTERRUPT in"
"1276","1.035181","host","1.2.1","USB","27","URB_INTERRUPT in"
"1277","1.036157","1.2.1","host","USB","40","URB_INTERRUPT in"
"1278","1.036186","host","1.2.1","USB","27","URB_INTERRUPT in"
"1279","1.037154","1.2.1","host","USB","40","URB_INTERRUPT in"
"1280","1.037178","host","1.2.1","USB","27","URB_INTERRUPT in"
"1281","1.038154","1.2.1","host","USB","40","URB_INTERRUPT in"
"1282","1.038181","host","1.2.1","USB","27","URB_INTERRUPT in"
"1283","1.039151","1.2.1","host","USB","40","URB_INTERRUPT in"
"1284","1.039175","host","1.2.1","USB","27","URB_INTERRUPT in"
"1287","1.041149","1.2.1","host","USB","40","URB_INTERRUPT in"
"1288","1.041159","host","1.2.1","USB","27","URB_INTERRUPT in"
"1289","1.042151","1.2.1","host","USB","40","URB_INTERRUPT in"
"1290","1.042171","host","1.2.1","USB","27","URB_INTERRUPT in"
"1291","1.043153","1.2.1","host","USB","40","URB_INTERRUPT in"
"1292","1.043173","host","1.2.1","USB","27","URB_INTERRUPT in"
"1293","1.044150","1.2.1","host","USB","40","URB_INTERRUPT in"
"1294","1.044169","host","1.2.1","USB","27","URB_INTERRUPT in"
"1295","1.045152","1.2.1","host","USB","40","URB_INTERRUPT in"
"1296","1.045174","host","1.2.1","USB","27","URB_INTERRUPT in"
"1297","1.047154","1.2.1","host","USB","40","URB_INTERRUPT in"
"1298","1.047178","host","1.2.1","USB","27","URB_INTERRUPT in"
"1299","1.048158","1.2.1","host","USB","40","URB_INTERRUPT in"
"1300","1.048186","host","1.2.1","USB","27","URB_INTERRUPT in"
"1301","1.049154","1.2.1","host","USB","40","URB_INTERRUPT in"
"1302","1.049178","host","1.2.1","USB","27","URB_INTERRUPT in"
"1303","1.050154","1.2.1","host","USB","40","URB_INTERRUPT in"
"1304","1.050177","host","1.2.1","USB","27","URB_INTERRUPT in"
"1305","1.051152","1.2.1","host","USB","40","URB_INTERRUPT in"
"1306","1.051173","host","1.2.1","USB","27","URB_INTERRUPT in"
"1307","1.052150","1.2.1","host","USB","40","URB_INTERRUPT in"
"1308","1.052168","host","1.2.1","USB","27","URB_INTERRUPT in"
"1309","1.054153","1.2.1","host","USB","40","URB_INTERRUPT in"
"1310","1.054174","host","1.2.1","USB","27","URB_INTERRUPT in"
"1311","1.055150","1.2.1","host","USB","40","URB_INTERRUPT in"
"1312","1.055168","host","1.2.1","USB","27","URB_INTERRUPT in"
"1313","1.056150","1.2.1","host","USB","40","URB_INTERRUPT in"
"1314","1.056166","host","1.2.1","USB","27","URB_INTERRUPT in"
"1315","1.058151","1.2.1","host","USB","40","URB_INTERRUPT in"
"1316","1.058168","host","1.2.1","USB","27","URB_INTERRUPT in"
"1317","1.060178","1.2.1","host","USB","40","URB_INTERRUPT in"
"1318","1.060201","host","1.2.1","USB","27","URB_INTERRUPT in"
"1319","1.063174","1.2.1","host","USB","40","URB_INTERRUPT in"
"1320","1.063196","host","1.2.1","USB","27","URB_INTERRUPT in"
"1321","1.064150","1.2.1","host","USB","40","URB_INTERRUPT in"
"1322","1.064167","host","1.2.1","USB","27","URB_INTERRUPT in"
"1323","1.066150","1.2.1","host","USB","40","URB_INTERRUPT in"
"1324","1.066169","host","1.2.1","USB","27","URB_INTERRUPT in"
"1325","1.072154","1.2.1","host","USB","40","URB_INTERRUPT in"
"1326","1.072179","host","1.2.1","USB","27","URB_INTERRUPT in"
"1331","1.158156","1.2.1","host","USB","40","URB_INTERRUPT in"
"1332","1.158188","host","1.2.1","USB","27","URB_INTERRUPT in"
"1333","1.169179","1.2.1","host","USB","40","URB_INTERRUPT in"
"1334","1.169205","host","1.2.1","USB","27","URB_INTERRUPT in"
"1337","1.175149","1.2.1","host","USB","40","URB_INTERRUPT in"
"1338","1.175170","host","1.2.1","USB","27","URB_INTERRUPT in"
"1340","1.237283","1.2.3","host","USB","47","URB_INTERRUPT in"
"1341","1.237310","host","1.2.3","USB","27","URB_INTERRUPT in"
"1343","1.237403","1.2.1","host","USB","40","URB_INTERRUPT in"
"1344","1.237417","host","1.2.1","USB","27","URB_INTERRUPT in"
"1345","1.242163","1.2.3","host","USB","47","URB_INTERRUPT in"
"1346","1.242258","host","1.2.3","USB","27","URB_INTERRUPT in"
"1347","1.259161","1.2.3","host","USB","47","URB_INTERRUPT in"
"1348","1.259189","host","1.2.3","USB","27","URB_INTERRUPT in"
"1351","1.276158","1.2.3","host","USB","47","URB_INTERRUPT in"
"1352","1.276183","host","1.2.3","USB","27","URB_INTERRUPT in"
"1353","1.294182","1.2.1","host","USB","40","URB_INTERRUPT in"
"1354","1.294210","host","1.2.1","USB","27","URB_INTERRUPT in"
"1355","1.294282","1.2.3","host","USB","47","URB_INTERRUPT in"
"1356","1.294289","host","1.2.3","USB","27","URB_INTERRUPT in"
"1357","1.309158","1.2.3","host","USB","47","URB_INTERRUPT in"
"1358","1.309180","host","1.2.3","USB","27","URB_INTERRUPT in"
"1359","1.326157","1.2.3","host","USB","47","URB_INTERRUPT in"
"1360","1.326180","host","1.2.3","USB","27","URB_INTERRUPT in"
"1365","1.427152","1.2.1","host","USB","40","URB_INTERRUPT in"
"1366","1.427178","host","1.2.1","USB","27","URB_INTERRUPT in"
"1367","1.438155","1.2.1","host","USB","40","URB_INTERRUPT in"
"1368","1.438194","host","1.2.1","USB","27","URB_INTERRUPT in"
"1369","1.440151","1.2.1","host","USB","40","URB_INTERRUPT in"
"1370","1.440172","host","1.2.1","USB","27","URB_INTERRUPT in"
"1371","1.446151","1.2.1","host","USB","40","URB_INTERRUPT in"
"1372","1.446176","host","1.2.1","USB","27","URB_INTERRUPT in"
"1373","1.447149","1.2.1","host","USB","40","URB_INTERRUPT in"
"1374","1.447167","host","1.2.1","USB","27","URB_INTERRUPT in"
"1375","1.451150","1.2.1","host","USB","40","URB_INTERRUPT in"
"1376","1.451173","host","1.2.1","USB","27","URB_INTERRUPT in"
"1377","1.452148","1.2.1","host","USB","40","URB_INTERRUPT in"
"1378","1.452164","host","1.2.1","USB","27","URB_INTERRUPT in"
"1379","1.454147","1.2.1","host","USB","40","URB_INTERRUPT in"
"1380","1.454164","host","1.2.1","USB","27","URB_INTERRUPT in"
"1381","1.455148","1.2.1","host","USB","40","URB_INTERRUPT in"
"1382","1.455165","host","1.2.1","USB","27","URB_INTERRUPT in"
"1383","1.457155","1.2.1","host","USB","40","URB_INTERRUPT in"
"1384","1.457183","host","1.2.1","USB","27","URB_INTERRUPT in"
"1385","1.458152","1.2.1","host","USB","40","URB_INTERRUPT in"
"1386","1.458179","host","1.2.1","USB","27","URB_INTERRUPT in"
"1387","1.460151","1.2.1","host","USB","40","URB_INTERRUPT in"
"1388","1.460174","host","1.2.1","USB","27","URB_INTERRUPT in"
"1389","1.461149","1.2.1","host","USB","40","URB_INTERRUPT in"
"1390","1.461169","host","1.2.1","USB","27","URB_INTERRUPT in"
"1391","1.462148","1.2.1","host","USB","40","URB_INTERRUPT in"
"1392","1.462164","host","1.2.1","USB","27","URB_INTERRUPT in"
"1393","1.463149","1.2.1","host","USB","40","URB_INTERRUPT in"
"1394","1.463164","host","1.2.1","USB","27","URB_INTERRUPT in"
"1395","1.464147","1.2.1","host","USB","40","URB_INTERRUPT in"
"1396","1.464163","host","1.2.1","USB","27","URB_INTERRUPT in"
"1397","1.465147","1.2.1","host","USB","40","URB_INTERRUPT in"
"1398","1.465163","host","1.2.1","USB","27","URB_INTERRUPT in"
"1399","1.467150","1.2.1","host","USB","40","URB_INTERRUPT in"
"1400","1.467170","host","1.2.1","USB","27","URB_INTERRUPT in"
"1402","1.468149","1.2.1","host","USB","40","URB_INTERRUPT in"
"1403","1.468168","host","1.2.1","USB","27","URB_INTERRUPT in"
"1405","1.469148","1.2.1","host","USB","40","URB_INTERRUPT in"
"1406","1.469170","host","1.2.1","USB","27","URB_INTERRUPT in"
"1407","1.470151","1.2.1","host","USB","40","URB_INTERRUPT in"
"1408","1.470176","host","1.2.1","USB","27","URB_INTERRUPT in"
"1409","1.471151","1.2.1","host","USB","40","URB_INTERRUPT in"
"1410","1.471175","host","1.2.1","USB","27","URB_INTERRUPT in"
"1411","1.472148","1.2.1","host","USB","40","URB_INTERRUPT in"
"1412","1.472167","host","1.2.1","USB","27","URB_INTERRUPT in"
"1413","1.473147","1.2.1","host","USB","40","URB_INTERRUPT in"
"1414","1.473162","host","1.2.1","USB","27","URB_INTERRUPT in"
"1415","1.474147","1.2.1","host","USB","40","URB_INTERRUPT in"
"1416","1.474162","host","1.2.1","USB","27","URB_INTERRUPT in"
"1417","1.475146","1.2.1","host","USB","40","URB_INTERRUPT in"
"1418","1.475161","host","1.2.1","USB","27","URB_INTERRUPT in"
"1419","1.476149","1.2.1","host","USB","40","URB_INTERRUPT in"
"1420","1.476166","host","1.2.1","USB","27","URB_INTERRUPT in"
"1421","1.477148","1.2.1","host","USB","40","URB_INTERRUPT in"
"1422","1.477165","host","1.2.1","USB","27","URB_INTERRUPT in"
"1423","1.478148","1.2.1","host","USB","40","URB_INTERRUPT in"
"1424","1.478165","host","1.2.1","USB","27","URB_INTERRUPT in"
"1425","1.479146","1.2.1","host","USB","40","URB_INTERRUPT in"
"1426","1.479161","host","1.2.1","USB","27","URB_INTERRUPT in"
"1427","1.480149","1.2.1","host","USB","40","URB_INTERRUPT in"
"1428","1.480166","host","1.2.1","USB","27","URB_INTERRUPT in"
"1429","1.481147","1.2.1","host","USB","40","URB_INTERRUPT in"
"1430","1.481162","host","1.2.1","USB","27","URB_INTERRUPT in"
"1431","1.482147","1.2.1","host","USB","40","URB_INTERRUPT in"
"1432","1.482163","host","1.2.1","USB","27","URB_INTERRUPT in"
"1433","1.483151","1.2.1","host","USB","40","URB_INTERRUPT in"
"1434","1.483166","host","1.2.1","USB","27","URB_INTERRUPT in"
"1435","1.484148","1.2.1","host","USB","40","URB_INTERRUPT in"
"1436","1.484166","host","1.2.1","USB","27","URB_INTERRUPT in"
"1437","1.485147","1.2.1","host","USB","40","URB_INTERRUPT in"
"1438","1.485163","host","1.2.1","USB","27","URB_INTERRUPT in"
"1439","1.486147","1.2.1","host","USB","40","URB_INTERRUPT in"
"1440","1.486162","host","1.2.1","USB","27","URB_INTERRUPT in"
